track,artist,album,date_added,plays,popularity,acousticness,danceability,speechiness,tempo,time_signature,valence,energy,liveness,instrumentalness
Passing Out Pieces,Mac DeMarco,Salad Days,2017-12-02,0,57,0.0,0.42,0.04,81,4,0.43,0.73,0.08,0.0
Boe Zaah,Mac DeMarco,2,2017-11-29,0,48,0.3,0.63,0.06,144,4,0.83,0.68,0.26,0.91
Mind Mischief,Tame Impala,Lonerism,2017-11-30,0,24,0.07,0.26,0.05,161,4,0.86,0.94,0.37,0.0
Sun's Coming Up,Tame Impala,Lonerism,2017-11-30,0,13,0.96,0.29,0.1,124,3,0.3,0.81,0.62,0.11
Nothing That Has Happened So Far Has Been Anything We Could Control,Tame Impala,Lonerism,2017-11-30,0,17,0.05,0.33,0.04,100,4,0.38,0.86,0.09,0.53
She Just Won't Believe Me,Tame Impala,Lonerism,2017-11-30,0,13,0.24,0.21,0.04,133,3,0.13,0.3,0.25,0.03
Elephant,Tame Impala,Lonerism,2017-11-30,0,32,0.54,0.59,0.04,123,4,0.52,0.56,0.29,0.15
Keep On Lying,Tame Impala,Lonerism,2017-11-30,0,19,0.07,0.48,0.04,124,4,0.68,0.81,0.32,0.01
Music To Walk Home By,Tame Impala,Lonerism,2017-11-30,0,17,0.01,0.39,0.06,101,4,0.46,0.89,0.06,0.13
Apocalypse Dreams,Tame Impala,Lonerism,2017-11-30,0,21,0.23,0.5,0.05,127,4,0.27,0.93,0.08,0.14
Treat Her Better,Mac DeMarco,Salad Days,2017-12-02,0,57,0.38,0.45,0.04,206,4,0.34,0.69,0.27,0.01
Endors Toi,Tame Impala,Lonerism,2017-11-30,0,19,0.03,0.2,0.11,128,4,0.3,0.92,0.36,0.56
Be Above It,Tame Impala,Lonerism,2017-11-30,0,17,0.42,0.75,0.09,118,4,0.42,0.97,0.11,0.24
Why Won't They Talk To Me?,Tame Impala,Lonerism,2017-11-30,0,19,0.56,0.51,0.05,129,4,0.19,0.88,0.09,0.02
Salad Days,Mac DeMarco,Salad Days,2017-12-02,0,66,0.09,0.43,0.04,201,4,0.77,0.77,0.12,0.02
Jonny's Odyssey,Mac DeMarco,Salad Days,2017-12-02,0,51,0.17,0.68,0.05,89,4,0.19,0.37,0.11,0.68
Go Easy,Mac DeMarco,Salad Days,2017-12-02,0,53,0.29,0.33,0.15,152,4,0.53,0.78,0.3,0.11
Remain,José González,Veneer,2017-11-01,0,38,0.91,0.58,0.04,113,4,0.16,0.21,0.12,0.87
Lovestain,José González,Veneer,2017-11-01,0,41,0.89,0.6,0.04,146,4,0.4,0.19,0.11,0.87
All You Deliver,José González,Veneer,2017-11-01,0,38,0.93,0.43,0.04,93,3,0.13,0.11,0.11,0.89
Walk It Back,The National,Sleep Well Beast,2017-09-08,0,53,0.64,0.73,0.06,126,4,0.11,0.47,0.43,0.89
Dark Side of the Gym,The National,Sleep Well Beast,2017-09-08,0,58,0.73,0.64,0.03,103,3,0.45,0.48,0.12,0.79
Carin at the Liquor Store,The National,Sleep Well Beast,2017-09-08,0,57,0.59,0.54,0.03,93,3,0.24,0.62,0.12,0.8
I'll Still Destroy You,The National,Sleep Well Beast,2017-09-08,0,53,0.33,0.54,0.06,145,4,0.26,0.84,0.1,0.78
Guilty Party,The National,Sleep Well Beast,2017-09-08,0,59,0.7,0.37,0.07,181,5,0.59,0.69,0.12,0.78
Turtleneck,The National,Sleep Well Beast,2017-09-08,0,51,0.07,0.42,0.21,109,4,0.11,0.99,0.17,0.82
The System Only Dreams in Total Darkness,The National,Sleep Well Beast,2017-09-08,0,63,0.16,0.6,0.21,110,4,0.37,0.91,0.58,0.79
Day I Die,The National,Sleep Well Beast,2017-09-08,0,61,0.0,0.43,0.09,147,4,0.38,0.95,0.08,0.71
Empire Line,The National,Sleep Well Beast,2017-09-08,0,54,0.52,0.59,0.04,116,4,0.36,0.64,0.1,0.76
Nobody Else Will Be There,The National,Sleep Well Beast,2017-09-08,0,60,0.76,0.66,0.03,99,4,0.57,0.54,0.06,0.59
Born to Beg,The National,Sleep Well Beast,2017-09-08,0,52,0.92,0.53,0.06,169,4,0.27,0.63,0.1,0.85
Politics of Love,Alex Cameron,Forced Witness,2017-09-16,0,40,0.01,0.7,0.03,128,4,0.74,0.72,0.15,0.0
Marlon Brando,Alex Cameron,Forced Witness,2017-09-16,0,42,0.29,0.67,0.04,120,4,0.82,0.77,0.06,0.0
The Hacienda,Alex Cameron,Forced Witness,2017-09-16,0,37,0.19,0.72,0.04,142,4,0.87,0.74,0.09,0.0
The Chihuahua,Alex Cameron,Forced Witness,2017-09-16,0,39,0.02,0.77,0.04,115,4,0.53,0.69,0.08,0.0
Sleep Well Beast,The National,Sleep Well Beast,2017-09-08,0,49,0.77,0.43,0.08,137,4,0.35,0.6,0.12,0.65
how do you sleep?,LCD Soundsystem,american dream,2017-09-01,0,44,0.0,0.64,0.03,105,4,0.41,0.57,0.15,0.1
Hints,José González,Veneer,2017-11-01,0,41,0.87,0.64,0.04,142,4,0.33,0.09,0.14,0.27
SWAMP,BROCKHAMPTON,SATURATION II,2017-08-25,0,62,0.02,0.69,0.05,141,4,0.4,0.66,0.11,0.05
Up All Night,The War On Drugs,A Deeper Understanding,2017-08-25,0,57,0.15,0.55,0.05,127,4,0.18,0.89,0.07,0.41
SUNNY,BROCKHAMPTON,SATURATION II,2017-08-25,0,57,0.87,0.5,0.03,80,4,0.43,0.66,0.27,0.0
Knocked Down,The War On Drugs,A Deeper Understanding,2017-08-25,0,58,0.8,0.4,0.04,119,4,0.15,0.21,0.1,0.07
SCENE 2,BROCKHAMPTON,SATURATION II,2017-08-25,0,9,0.89,0.41,0.04,84,5,0.96,0.42,0.51,0.0
SCENE,BROCKHAMPTON,SATURATION II,2017-08-25,0,52,0.94,0.43,0.06,145,4,0.86,0.31,0.55,0.0
FIGHT,BROCKHAMPTON,SATURATION II,2017-08-25,0,57,0.32,0.66,0.1,90,4,0.16,0.7,0.25,0.0
emotional haircut,LCD Soundsystem,american dream,2017-09-01,0,40,0.0,0.63,0.11,150,4,0.48,0.95,0.12,0.63
other voices,LCD Soundsystem,american dream,2017-09-01,0,40,0.0,0.73,0.06,124,4,0.91,0.69,0.07,0.63
american dream,LCD Soundsystem,american dream,2017-09-01,0,50,0.05,0.3,0.03,202,3,0.2,0.54,0.21,0.0
tonite,LCD Soundsystem,american dream,2017-09-01,0,50,0.07,0.77,0.06,121,4,0.84,0.79,0.43,0.01
black screen,LCD Soundsystem,american dream,2017-09-01,0,46,0.32,0.58,0.03,100,4,0.07,0.43,0.09,0.92
change yr mind,LCD Soundsystem,american dream,2017-09-01,0,42,0.02,0.76,0.06,105,4,0.76,0.85,0.09,0.51
oh baby,LCD Soundsystem,american dream,2017-09-01,0,62,0.02,0.58,0.04,169,4,0.78,0.62,0.65,0.65
i used to,LCD Soundsystem,american dream,2017-09-01,0,42,0.01,0.62,0.03,112,4,0.51,0.74,0.09,0.0
Studmuffin96,Alex Cameron,Forced Witness,2017-09-16,0,42,0.16,0.61,0.03,130,4,0.93,0.77,0.14,0.0
True Lies,Alex Cameron,Forced Witness,2017-09-16,0,41,0.01,0.61,0.03,108,4,0.9,0.84,0.15,0.0
Stranger's Kiss (Duet with Angel Olsen),Alex Cameron,Forced Witness,2017-09-16,0,48,0.46,0.53,0.04,119,4,0.36,0.73,0.11,0.0
You Make Loving Fun - Remastered,Fleetwood Mac,Rumours,2017-10-22,0,60,0.01,0.62,0.03,126,4,0.86,0.59,0.09,0.04
Göd Grid,Iglooghost,Neō Wax Bloom,2017-10-04,0,24,0.02,0.45,0.12,114,4,0.27,0.81,0.08,0.05
White Gum,Iglooghost,Neō Wax Bloom,2017-10-04,0,30,0.0,0.68,0.16,113,5,0.67,0.92,0.35,0.03
Sōlar Blade,Iglooghost,Neō Wax Bloom,2017-10-04,0,28,0.01,0.43,0.42,165,4,0.79,0.79,0.77,0.05
Pale Eyes,Iglooghost,Neō Wax Bloom,2017-10-04,0,32,0.11,0.48,0.05,150,4,0.14,0.47,0.68,0.62
Purity Shards,Iglooghost,Neō Wax Bloom,2017-10-04,0,25,0.56,0.67,0.05,147,3,0.47,0.74,0.36,0.09
Gold Dust Woman - 2004 Remastered Edition,Fleetwood Mac,Rumours,2017-10-22,0,58,0.28,0.67,0.03,123,4,0.67,0.61,0.47,0.0
Songbird - Remastered,Fleetwood Mac,Rumours,2017-10-22,0,58,0.98,0.58,0.03,92,4,0.39,0.08,0.11,0.0
Runnin' Outta Luck,Alex Cameron,Forced Witness,2017-09-16,0,45,0.21,0.75,0.03,117,4,0.9,0.83,0.18,0.0
Don't Stop - Remastered,Fleetwood Mac,Rumours,2017-10-22,0,66,0.04,0.67,0.04,118,4,0.83,0.71,0.04,0.0
Never Going Back Again - Remastered,Fleetwood Mac,Rumours,2017-10-22,0,62,0.85,0.64,0.04,176,4,0.93,0.34,0.08,0.48
Second Hand News - Remastered,Fleetwood Mac,Rumours,2017-10-22,0,59,0.24,0.7,0.14,117,4,0.5,0.94,0.05,0.01
Deadweight on Velveteen,José González,Veneer,2017-11-01,0,40,0.93,0.61,0.04,131,4,0.09,0.31,0.1,0.7
Broken Arrows,José González,Veneer,2017-11-01,0,36,0.99,0.57,0.05,77,4,0.1,0.13,0.1,0.81
Save Your Day,José González,Veneer,2017-11-01,0,37,0.91,0.63,0.04,97,4,0.27,0.25,0.11,0.36
Super Ink Burst,Iglooghost,Neō Wax Bloom,2017-10-04,0,34,0.0,0.53,0.09,176,4,0.54,0.86,0.42,0.14
Infinite Mint,Iglooghost,Neō Wax Bloom,2017-10-04,0,27,0.04,0.69,0.06,114,4,0.48,0.7,0.17,0.39
Teal Yomi / Olivine,Iglooghost,Neō Wax Bloom,2017-10-04,0,25,0.01,0.46,0.16,111,5,0.53,0.91,0.39,0.0
Peanut Choker,Iglooghost,Neō Wax Bloom,2017-10-04,0,24,0.02,0.26,0.15,181,4,0.35,0.88,0.18,0.11
Zen Champ,Iglooghost,Neō Wax Bloom,2017-10-04,0,25,0.0,0.56,0.05,165,4,0.61,0.79,0.15,0.55
Ms,alt-J,An Awesome Wave,2017-09-21,0,49,0.88,0.58,0.04,130,4,0.07,0.41,0.07,0.03
(Piano),alt-J,An Awesome Wave,2017-09-21,0,46,0.99,0.27,0.04,100,3,0.28,0.01,0.27,0.78
Saved By A Waif,Alvvays,Antisocialites,2017-09-16,0,45,0.03,0.26,0.06,178,4,0.24,0.81,0.43,0.0
In Undertow,Alvvays,Antisocialites,2017-09-16,0,56,0.0,0.36,0.04,116,4,0.31,0.69,0.1,0.0
Dreams Tonite,Alvvays,Antisocialites,2017-09-16,0,63,0.01,0.51,0.02,99,4,0.42,0.62,0.13,0.0
Plimsoll Punks,Alvvays,Antisocialites,2017-09-16,0,51,0.01,0.28,0.05,162,4,0.35,0.86,0.28,0.02
Your Type,Alvvays,Antisocialites,2017-09-16,0,46,0.0,0.21,0.09,199,4,0.29,0.92,0.07,0.2
Not My Baby,Alvvays,Antisocialites,2017-09-16,0,58,0.03,0.34,0.03,150,4,0.13,0.64,0.1,0.3
Hey,Alvvays,Antisocialites,2017-09-16,0,44,0.0,0.42,0.06,160,4,0.57,0.86,0.24,0.54
Lollipop (Ode To Jim),Alvvays,Antisocialites,2017-09-16,0,46,0.0,0.28,0.05,166,4,0.47,0.93,0.34,0.5
Already Gone,Alvvays,Antisocialites,2017-09-16,0,43,0.97,0.37,0.03,81,4,0.19,0.35,0.63,0.3
Forget About Life,Alvvays,Antisocialites,2017-09-16,0,45,0.04,0.34,0.03,91,4,0.12,0.53,0.21,0.0
Nangs,Tame Impala,Currents,2017-12-02,0,23,0.21,0.52,0.25,167,4,0.46,0.52,0.13,0.86
A Wolf Who Wears Sheeps Clothes,Mac DeMarco,This Old Dog,2017-12-02,0,56,0.28,0.83,0.04,115,4,0.7,0.54,0.08,0.05
My Old Man,Mac DeMarco,This Old Dog,2017-12-02,0,59,0.68,0.66,0.03,149,4,0.83,0.57,0.1,0.25
I Am Bored,The Microphones,"The Glow, Pt. 2",2018-02-13,0,32,0.68,0.44,0.07,130,4,0.38,0.51,0.12,0.36
The King Of Carrot Flowers Parts Two And Three,Neutral Milk Hotel,In The Aeroplane Over The Sea,2018-02-11,0,5,0.05,0.16,0.15,91,4,0.1,0.84,0.12,0.0
If I'd Known,Kero Kero Bonito,Time 'n' Place,2018-09-30,0,33,0.31,0.74,0.03,100,4,0.86,0.62,0.08,0.0
Dark Center Of The Universe,Modest Mouse,The Moon & Antarctica,2018-02-11,0,43,0.01,0.25,0.05,192,4,0.23,0.81,0.07,0.0
Communist Daughter,Neutral Milk Hotel,In The Aeroplane Over The Sea,2018-02-11,0,4,0.31,0.27,0.03,85,4,0.1,0.38,0.17,0.74
You'll Be in the Air,The Microphones,"The Glow, Pt. 2",2018-02-13,0,36,0.83,0.44,0.04,88,4,0.07,0.26,0.14,0.01
I Want to Be Cold,The Microphones,"The Glow, Pt. 2",2018-02-13,0,32,0.0,0.18,0.17,71,4,0.28,0.82,0.23,0.9
Instrumental - 2,The Microphones,"The Glow, Pt. 2",2018-02-13,0,30,0.85,0.37,0.04,104,3,0.11,0.27,0.11,0.78
"Holland, 1945",Neutral Milk Hotel,In The Aeroplane Over The Sea,2018-02-11,0,8,0.05,0.24,0.06,99,4,0.4,0.87,0.62,0.0
My Warm Blood,The Microphones,"The Glow, Pt. 2",2018-02-13,0,29,0.78,0.21,0.05,116,4,0.07,0.02,0.1,0.89
Samurai Sword,The Microphones,"The Glow, Pt. 2",2018-02-13,0,30,0.09,0.12,0.06,149,4,0.05,0.48,0.11,0.88
"The Gleam, Pt. 2",The Microphones,"The Glow, Pt. 2",2018-02-13,0,33,0.64,0.51,0.06,68,4,0.29,0.46,0.11,0.81
Map,The Microphones,"The Glow, Pt. 2",2018-02-13,0,33,0.05,0.2,0.06,108,4,0.07,0.81,0.11,0.74
I Felt Your Shape,The Microphones,"The Glow, Pt. 2",2018-02-13,0,45,0.87,0.65,0.07,114,4,0.55,0.32,0.12,0.03
I Felt My Size,The Microphones,"The Glow, Pt. 2",2018-02-13,0,33,0.44,0.32,0.08,85,4,0.23,0.41,0.11,0.04
The Fool,Neutral Milk Hotel,In The Aeroplane Over The Sea,2018-02-11,0,3,0.05,0.31,0.03,110,3,0.34,0.67,0.5,0.94
Untitled,Neutral Milk Hotel,In The Aeroplane Over The Sea,2018-02-11,0,2,0.0,0.21,0.1,92,4,0.08,0.87,0.13,0.46
Custom Concern - Instrumental BBC Radio 1 Session Version,Modest Mouse,The Moon & Antarctica,2018-02-11,0,0,0.68,0.7,0.03,102,4,0.72,0.62,0.09,0.86
Wild Packs of Family Dogs,Modest Mouse,The Moon & Antarctica,2018-02-11,0,38,0.55,0.37,0.04,199,4,0.64,0.28,0.13,0.0
3rd Planet - BBC Radio 1 Session Radio Edit,Modest Mouse,The Moon & Antarctica,2018-02-11,0,0,0.66,0.48,0.06,81,4,0.57,0.57,0.09,0.23
What People Are Made Of,Modest Mouse,The Moon & Antarctica,2018-02-11,0,35,0.0,0.4,0.05,165,4,0.57,0.81,0.23,0.37
Life Like Weeds,Modest Mouse,The Moon & Antarctica,2018-02-11,0,37,0.09,0.48,0.03,128,4,0.12,0.54,0.38,0.22
Perfect Disguise - BBC Radio 1 Session Version,Modest Mouse,The Moon & Antarctica,2018-02-11,0,0,0.55,0.62,0.03,122,4,0.2,0.32,0.12,0.91
Alone Down There,Modest Mouse,The Moon & Antarctica,2018-02-11,0,38,0.02,0.3,0.06,63,4,0.4,0.77,0.6,0.0
Paper Thin Walls,Modest Mouse,The Moon & Antarctica,2018-02-11,0,47,0.05,0.58,0.03,126,4,0.61,0.73,0.14,0.0
The Cold Part,Modest Mouse,The Moon & Antarctica,2018-02-11,0,38,0.25,0.57,0.02,83,4,0.24,0.5,0.11,0.76
Gravity Rides Everything,Modest Mouse,The Moon & Antarctica,2018-02-11,0,54,0.38,0.39,0.04,102,4,0.71,0.42,0.48,0.07
Lives,Modest Mouse,The Moon & Antarctica,2018-02-11,0,38,0.83,0.56,0.03,78,4,0.35,0.35,0.09,0.0
Tiny Cities Made Of Ashes - BBC Radio 1 Session Version,Modest Mouse,The Moon & Antarctica,2018-02-11,0,0,0.06,0.68,0.04,122,4,0.96,0.67,0.15,0.01
I Came As a Rat,Modest Mouse,The Moon & Antarctica,2018-02-11,0,42,0.05,0.57,0.06,112,4,0.54,0.68,0.27,0.01
A Different City,Modest Mouse,The Moon & Antarctica,2018-02-11,0,41,0.03,0.41,0.06,139,4,0.54,0.74,0.42,0.0
The Stars Are Projectors,Modest Mouse,The Moon & Antarctica,2018-02-11,0,39,0.34,0.37,0.11,74,4,0.31,0.77,0.22,0.03
Perfect Disguise,Modest Mouse,The Moon & Antarctica,2018-02-11,0,42,0.69,0.54,0.03,62,4,0.16,0.32,0.1,0.16
(Something) - 1,The Microphones,"The Glow, Pt. 2",2018-02-13,0,31,0.24,0.18,0.04,86,5,0.07,0.26,0.11,0.91
Instrumental,The Microphones,"The Glow, Pt. 2",2018-02-13,0,36,0.75,0.43,0.06,141,4,0.04,0.35,0.14,0.93
The Mansion,The Microphones,"The Glow, Pt. 2",2018-02-13,0,35,0.76,0.18,0.04,80,4,0.2,0.33,0.11,0.83
Days That Got Away,MGMT,Little Dark Age,2018-03-07,0,51,0.05,0.67,0.03,132,3,0.89,0.78,0.64,0.9
Land Locked Blues,Bright Eyes,"I'm Wide Awake, It's Morning (Remastered)",2018-03-03,0,34,0.83,0.48,0.07,138,3,0.34,0.28,0.12,0.0
Train Under Water,Bright Eyes,"I'm Wide Awake, It's Morning (Remastered)",2018-03-03,0,33,0.13,0.39,0.05,122,4,0.35,0.53,0.11,0.0
Untitled,Radiohead,Kid A,2018-03-07,0,47,0.99,0.33,0.07,63,3,0.08,0.22,0.11,0.81
Hand It Over,MGMT,Little Dark Age,2018-03-07,0,59,0.71,0.38,0.04,175,4,0.48,0.61,0.13,0.01
When You're Small,MGMT,Little Dark Age,2018-03-07,0,50,0.61,0.46,0.03,140,4,0.24,0.46,0.22,0.01
One Thing Left to Try,MGMT,Little Dark Age,2018-03-07,0,53,0.01,0.58,0.04,128,4,0.67,0.94,0.31,0.0
James,MGMT,Little Dark Age,2018-03-07,0,52,0.12,0.52,0.03,113,4,0.78,0.9,0.2,0.38
(Something),The Microphones,"The Glow, Pt. 2",2018-02-13,0,34,0.75,0.14,0.03,99,4,0.1,0.03,0.11,0.93
TSLAMP,MGMT,Little Dark Age,2018-03-07,0,56,0.22,0.6,0.1,174,4,0.73,0.88,0.11,0.0
Me and Michael,MGMT,Little Dark Age,2018-03-07,0,63,0.03,0.63,0.03,111,4,0.71,0.84,0.25,0.0
She Works Out Too Much,MGMT,Little Dark Age,2018-03-07,0,58,0.01,0.63,0.03,147,4,0.8,0.92,0.43,0.27
The Pioneers,Bloc Party,Silent Alarm,2018-03-20,0,40,0.0,0.44,0.06,166,4,0.59,0.95,0.13,0.05
Na Na Na [Na Na Na Na Na Na Na Na Na],My Chemical Romance,Danger Days: The True Lives Of The Fabulous Killjoys,2018-03-23,0,67,0.0,0.41,0.06,165,4,0.65,0.99,0.37,0.0
Bulletproof Heart,My Chemical Romance,Danger Days: The True Lives Of The Fabulous Killjoys,2018-03-23,0,57,0.0,0.4,0.07,139,4,0.38,0.95,0.11,0.0
Road to Joy,Bright Eyes,"I'm Wide Awake, It's Morning (Remastered)",2018-03-03,0,33,0.03,0.33,0.03,146,4,0.12,0.62,0.13,0.0
Another Travelin' Song,Bright Eyes,"I'm Wide Awake, It's Morning (Remastered)",2018-03-03,0,33,0.01,0.52,0.05,110,4,0.95,0.91,0.12,0.01
Rave on U,Against All Logic,2012 - 2017,2018-03-02,0,39,0.28,0.77,0.05,121,4,0.13,0.86,0.09,0.7
This Old House Is All I Have,Against All Logic,2012 - 2017,2018-03-02,0,50,0.31,0.69,0.07,86,4,0.48,0.8,0.17,0.78
Flash in the Pan,Against All Logic,2012 - 2017,2018-03-02,0,39,0.19,0.8,0.05,116,4,0.14,0.6,0.11,0.81
You Are Going to Love Me and Scream,Against All Logic,2012 - 2017,2018-03-02,0,40,0.13,0.76,0.07,124,4,0.21,0.76,0.13,0.77
Such a Bad Way,Against All Logic,2012 - 2017,2018-03-02,0,43,0.0,0.67,0.03,110,4,0.5,0.84,0.07,0.85
Nervous Young Inhumans,Car Seat Headrest,Twin Fantasy,2018-02-16,0,48,0.01,0.48,0.04,134,4,0.34,0.32,0.42,0.1
Stop Smoking (We Love You),Car Seat Headrest,Twin Fantasy,2018-02-16,0,47,0.89,0.71,0.03,97,4,0.31,0.22,0.22,0.0
Sober to Death,Car Seat Headrest,Twin Fantasy,2018-02-16,0,53,0.19,0.51,0.03,114,4,0.24,0.54,0.32,0.0
High to Death,Car Seat Headrest,Twin Fantasy,2018-02-16,0,46,0.13,0.48,0.04,104,4,0.16,0.42,0.1,0.02
Famous Prophets (Stars),Car Seat Headrest,Twin Fantasy,2018-02-16,0,44,0.1,0.48,0.03,137,4,0.17,0.32,0.33,0.23
Twin Fantasy (Those Boys),Car Seat Headrest,Twin Fantasy,2018-02-16,0,43,0.33,0.34,0.03,113,4,0.14,0.35,0.96,0.28
Bodys,Car Seat Headrest,Twin Fantasy,2018-02-16,0,55,0.0,0.52,0.05,143,4,0.25,0.84,0.13,0.01
Lion In A Coma,Animal Collective,Merriweather Post Pavilion,2018-02-14,0,28,0.03,0.44,0.07,129,3,0.7,0.92,0.56,0.0
No More Runnin,Animal Collective,Merriweather Post Pavilion,2018-02-14,0,28,0.5,0.26,0.04,116,3,0.23,0.64,0.11,0.86
I'll Not Contain You,The Microphones,"The Glow, Pt. 2",2018-02-13,0,33,0.95,0.34,0.04,87,4,0.39,0.33,0.12,0.26
Tiny Cities Made Of Ashes,Modest Mouse,The Moon & Antarctica,2018-02-11,0,46,0.01,0.73,0.04,122,4,0.73,0.76,0.1,0.04
Finer Feelings,Spoon,Ga Ga Ga Ga Ga (2017 Remaster),2018-02-10,0,23,0.03,0.65,0.05,129,4,0.68,0.85,0.36,0.0
Baby You're Out,Mac DeMarco,This Old Dog,2017-12-02,0,55,0.43,0.72,0.05,93,4,0.55,0.58,0.09,0.29
Hudson,Vampire Weekend,Modern Vampires of the City,2018-01-17,0,46,0.56,0.37,0.06,80,4,0.23,0.44,0.14,0.0
Bleeding In The Blur,Code Orange,Forever,2018-01-05,0,45,0.0,0.53,0.05,126,4,0.18,0.91,0.09,0.95
Real,Code Orange,Forever,2018-01-05,0,38,0.0,0.28,0.11,162,5,0.26,0.9,0.36,0.75
Kill The Creator,Code Orange,Forever,2018-01-05,0,41,0.0,0.3,0.15,102,3,0.18,0.9,0.33,0.92
The Mud,Code Orange,Forever,2018-01-05,0,35,0.0,0.39,0.06,119,3,0.09,0.78,0.11,0.81
The New Reality,Code Orange,Forever,2018-01-05,0,37,0.0,0.35,0.09,131,4,0.66,0.88,0.46,0.63
Everlasting Arms,Vampire Weekend,Modern Vampires of the City,2018-01-17,0,51,0.47,0.66,0.19,119,4,0.53,0.7,0.11,0.0
Ya Hey,Vampire Weekend,Modern Vampires of the City,2018-01-17,0,56,0.18,0.58,0.04,92,4,0.49,0.65,0.09,0.0
No One Is Untouchable,Code Orange,Forever,2018-01-05,0,34,0.0,0.33,0.1,155,4,0.43,0.89,0.09,0.76
Worship You,Vampire Weekend,Modern Vampires of the City,2018-01-17,0,51,0.0,0.47,0.08,149,4,0.3,0.92,0.31,0.0
Finger Back,Vampire Weekend,Modern Vampires of the City,2018-01-17,0,49,0.26,0.67,0.09,100,4,0.72,0.82,0.35,0.0
Young Lion,Vampire Weekend,Modern Vampires of the City,2018-01-17,0,46,0.92,0.27,0.04,180,3,0.38,0.23,0.11,0.02
Don't Lie,Vampire Weekend,Modern Vampires of the City,2018-01-17,0,50,0.45,0.49,0.03,180,4,0.8,0.72,0.14,0.0
Diane Young,Vampire Weekend,Modern Vampires of the City,2018-01-17,0,61,0.03,0.42,0.25,86,4,0.76,0.8,0.21,0.0
Step,Vampire Weekend,Modern Vampires of the City,2018-01-17,0,65,0.59,0.62,0.1,78,4,0.62,0.72,0.1,0.0
Spy,Code Orange,Forever,2018-01-05,0,35,0.0,0.34,0.08,119,4,0.23,0.88,0.1,0.88
Hurt Goes On,Code Orange,Forever,2018-01-05,0,31,0.02,0.29,0.04,112,4,0.04,0.32,0.09,0.87
Don't Make Me a Target,Spoon,Ga Ga Ga Ga Ga (2017 Remaster),2018-02-10,0,32,0.4,0.48,0.03,145,4,0.72,0.58,0.1,0.0
Femmebot (feat. Dorian Electra and Mykki Blanco),Charli XCX,Pop 2,2017-12-29,0,51,0.1,0.74,0.07,129,4,0.87,0.66,0.11,0.0
For the First Time,Mac DeMarco,This Old Dog,2017-12-02,0,61,0.3,0.55,0.05,75,4,0.52,0.53,0.18,0.01
Past Life,Tame Impala,Currents,2017-12-02,0,23,0.24,0.38,0.06,145,4,0.3,0.77,0.17,0.01
Still Beating,Mac DeMarco,This Old Dog,2017-12-02,0,66,0.58,0.71,0.04,78,4,0.47,0.5,0.15,0.2
Sister,Mac DeMarco,This Old Dog,2017-12-02,0,53,0.98,0.7,0.06,126,4,0.48,0.02,0.11,0.1
Dreams from Yesterday,Mac DeMarco,This Old Dog,2017-12-02,0,54,0.06,0.86,0.04,97,4,0.72,0.37,0.07,0.0
One Another,Mac DeMarco,This Old Dog,2017-12-02,0,58,0.2,0.82,0.03,104,4,0.85,0.58,0.11,0.18
Porsche (feat. MØ),Charli XCX,Pop 2,2017-12-29,0,52,0.07,0.85,0.05,144,4,0.48,0.48,0.13,0.0
dream2,Code Orange,Forever,2018-01-05,0,31,0.44,0.18,0.03,89,4,0.04,0.34,0.13,0.92
Delicious (feat. Tommy Cash),Charli XCX,Pop 2,2017-12-29,0,48,0.22,0.46,0.16,142,4,0.24,0.64,0.09,0.0
Tears (feat. Caroline Polachek),Charli XCX,Pop 2,2017-12-29,0,45,0.06,0.43,0.04,127,4,0.15,0.71,0.18,0.0
Lucky,Charli XCX,Pop 2,2017-12-29,0,46,0.63,0.19,0.03,79,4,0.06,0.34,0.1,0.0
Out Of My Head (feat. Tove Lo and ALMA),Charli XCX,Pop 2,2017-12-29,0,61,0.07,0.85,0.07,116,4,0.42,0.71,0.12,0.0
"I Got It (feat. Brooke Candy, CupcakKe and Pabllo Vittar)",Charli XCX,Pop 2,2017-12-29,0,55,0.22,0.83,0.29,141,4,0.65,0.6,0.18,0.0
Ugly,Code Orange,Forever,2018-01-05,0,34,0.0,0.5,0.07,118,4,0.48,0.96,0.12,0.9
Obvious Bicycle,Vampire Weekend,Modern Vampires of the City,2018-01-17,0,54,0.4,0.47,0.1,180,4,0.13,0.29,0.2,0.0
Unbelievers,Vampire Weekend,Modern Vampires of the City,2018-01-17,0,65,0.14,0.64,0.05,154,4,0.83,0.81,0.17,0.0
Friday Morning,Khruangbin,Con Todo El Mundo,2018-02-01,0,14,0.14,0.44,0.03,105,3,0.46,0.26,0.1,0.86
Black Like Me,Spoon,Ga Ga Ga Ga Ga (2017 Remaster),2018-02-10,0,22,0.2,0.42,0.05,170,4,0.26,0.64,0.15,0.0
Specialist (B-Side),Interpol,Turn On The Bright Lights: The Tenth Anniversary Edition (Remastered),2018-02-10,0,40,0.01,0.35,0.04,111,4,0.55,0.84,0.09,0.04
Interlude (B-Side),Interpol,Turn On The Bright Lights: The Tenth Anniversary Edition (Remastered),2018-02-10,0,33,0.0,0.5,0.03,93,1,0.55,0.51,0.77,0.43
Untitled (Third Demo),Interpol,Turn On The Bright Lights: The Tenth Anniversary Edition (Remastered),2018-02-10,0,30,0.08,0.07,0.04,178,4,0.08,0.44,0.13,0.84
